ID,Name,Value,Wage
241862,A. Al Saluli,€300K,€2K
215752,K. Chvedukas,€150K,€1K
232904,A. Al Dawsari,€220K,€3K
238024,E. Korkmaz,€210K,€1K
245448,J. Galetto,€210K,€2K
53960,S. Russell,€40K,€1K
225993,O. Sail,€170K,€1K
227529,M. Hudson,€150K,€1K
231881,N. Bizet,€260K,€1K
239305,Madger Gomes,€270K,€1K
245705,Iker Goujón,€325K,€1K
240587,F. Bin Jamayah,€240K,€5K
223180,N. Anderton,€220K,€1K
237260,C. Storm,€180K,€1K
239564,J. Bruhns,€210K,€1K
241100,E. Ybáñez,€220K,€1K
244940,E. Karic,€190K,€1K
193740,L. Ridehalgh,€140K,€2K
236237,J. Bolado,€190K,€1K
204494,A. Riemann,€170K,€1K
216526,A. Gogić,€190K,€1K
225486,L. Béland-Goyette,€200K,€1K
242894,E. Pálsson,€170K,€1K
227791,Lee Tae Hee,€130K,€1K
233679,K. Yajima,€230K,€2K
239311,M. Hoxha,€280K,€1K
228304,K. McFarlane,€240K,€3K
243664,F. Rieder,€220K,€2K
223953,C. Kpekawa,€220K,€1K
243665,C. Tiéhi,€300K,€1K
212178,J. Flatt,€160K,€1K
244690,T. Matthews,€300K,€3K
182738,J. Hodgkiss,€100K,€2K
242131,C. Arroyave,€170K,€1K
244435,J. Heil,€220K,€1K
222422,A. Jakubiak,€260K,€1K
242902,K. Reaves,€210K,€1K
224215,V. Baume,€180K,€1K
237783,R. Morishita,€200K,€1K
243159,A. Awad,€200K,€1K
235481,A. Al Shamrani,€170K,€3K
245721,G. Azzinnari,€350K,€1K
241114,O. Drost,€220K,€2K
205019,J. Caprice,€160K,€2K
224731,Zhang Lu,€150K,€2K
244187,A. Mendy,€180K,€1K
225756,G. Blackwood,€220K,€1K
226524,M. Johansson,€230K,€1K
233180,J. Hanato,€160K,€1K
240604,M. Clark,€210K,€1K
242652,B. Mines,€325K,€1K
202973,Kwon Tae Ahn,€140K,€1K
220893,C. Baker-Richardson,€230K,€4K
236510,B. Varga,€210K,€3K
244702,S. Akgün,€325K,€1K
218591,S. Long,€180K,€2K
227807,M. Folivi,€350K,€6K
235487,M. Rayman,€220K,€3K
235744,B. Thomas-Asante,€325K,€1K
243169,Y. Begraoui,€350K,€1K
184801,A. Fleming,€140K,€2K
228322,Guille Lara,€220K,€1K
228578,W. Wood,€220K,€1K
232674,F. Ghazi,€180K,€4K
244962,N. Córdova,€300K,€1K
222179,Jin Pengxiang,€120K,€3K
237027,Kim Bo Seop,€280K,€1K
243683,S. Acka,€150K,€2K
244707,E. Celebi,€290K,€1K
228836,E. Dabo,€190K,€1K
245476,Mello,€200K,€1K
222181,Yang Boyu,€120K,€3K
225509,A. Collins,€230K,€2K
226533,P. Kasim,€270K,€1K
235493,T. Abdullah,€200K,€4K
206566,M. Crocombe,€0,€0
233446,E. Næsbak Brenden,€200K,€1K
236006,J. O'Doherty,€220K,€1K
245990,Fernando Costanza,€300K,€2K
209895,M. Acton,€140K,€1K
233447,F. Lobos,€325K,€1K
232936,K. Tokushige,€60K,€1K
226025,J. Serafin,€220K,€1K
221930,N. Sutter,€200K,€2K
238058,C. O'Hare,€350K,€2K
242922,M. Carreazo,€250K,€1K
232427,R. Aoki,€270K,€1K
244459,F. Camara,€210K,€1K
238060,N. Trott,€280K,€2K
240364,I. Boye,€230K,€1K
243180,Y. Goke,€290K,€1K
228077,Wang Qiuming,€190K,€2K
228845,H. Sandvik,€130K,€1K
242926,Park Jung Soo,€130K,€1K
244718,M. Vano,€190K,€1K
245742,M. Rieder,€325K,€1K
206575,J. Hooper,€210K,€2K
222191,Sun Bo,€160K,€2K
243695,L. Hupfauf,€190K,€1K
245999,Mollejo,€300K,€4K
201457,V. Oliver,€190K,€2K
213489,M. Kuchta,€180K,€1K
222449,Cao Haiqing,€160K,€2K
210418,A. Banasiak,€130K,€1K
235250,Pedro Goulart,€270K,€1K
239858,Song Long,€120K,€3K
241650,J. Lahne,€300K,€1K
226547,M. García,€220K,€2K
231411,R. McKenzie,€300K,€2K
236787,D. Franke,€300K,€2K
242163,M. Cavalleri,€260K,€1K
243955,A. Beyazıt,€240K,€1K
246259,A. Grijalva,€280K,€2K
239348,D. Klomp,€210K,€1K
204021,J. Keatings,€200K,€1K
244469,P. Di Nardo,€140K,€1K
245749,A. Baroan,€325K,€1K
229878,C. Lattanzio,€270K,€2K
238326,M. Candlin,€325K,€1K
240886,R. Menayese,€180K,€1K
230136,J. Thompson,€350K,€1K
236025,H. Smith,€220K,€2K
239609,Liu Ruofan,€325K,€1K
228858,D. Jajic,€240K,€1K
239098,L. Fesser,€180K,€2K
236027,J. Brown,€220K,€2K
243451,M. Nilor,€280K,€4K
245500,I. Mensah,€230K,€1K
245756,V. Fernández,€300K,€1K
214525,D. Richards,€160K,€2K
227837,H. Castegren,€220K,€1K
237821,I. Oda,€300K,€1K
242429,L. Cacace,€270K,€1K
244221,E. Veiga,€220K,€1K
213502,R. Cornwall,€180K,€1K
241150,J. Mbom,€325K,€2K
242430,S. van Dijck,€230K,€1K
212991,D. Gremsl,€200K,€1K
241407,M. Bevan,€0,€0
242431,S. Friede,€350K,€3K
242687,A. Guiffrey,€270K,€2K
223488,M. Sætra,€130K,€1K
244480,H. Magnetti,€200K,€1K
245248,S. Abraham,€150K,€1K
244481,G. Buon,€180K,€1K
206338,D. Morrissey,€170K,€1K
232707,G. Akkan,€250K,€1K
239107,L. Espinoza,€160K,€1K
223236,J. Requena,€220K,€1K
230660,C. Mbulu,€190K,€1K
236292,G. Cuomo,€250K,€1K
245252,A. Gürleyen,€250K,€1K
215301,L. Jones,€150K,€1K
229893,R. Gondoh,€180K,€2K
230661,N. Hunziker,€220K,€2K
243973,T. Reithmeir,€240K,€1K
245253,L. Barreiro Martins,€260K,€2K
229126,J. Clarke,€100K,€2K
182790,Zheng Tao,€70K,€1K
241159,M. Guehi,€230K,€4K
244743,R. Prieto,€210K,€1K
237832,I. Meite,€210K,€5K
242184,A. Amade,€230K,€2K
245001,L. Krüger,€260K,€3K
245513,K. Balogiannis,€250K,€1K
204298,F. Due,€110K,€1K
187658,L. Saxton,€100K,€1K
229643,C. James,€250K,€2K
234507,M. Rafique,€0,€0
140300,P. Cherrie,€50K,€1K
219660,E. Stokes,€220K,€1K
231437,S. Al Hamdan,€120K,€2K
232205,C. Moya,€250K,€1K
243981,A. Xhemajli,€250K,€1K
204302,A. Buxton,€130K,€2K
228366,M. Gillesphey,€150K,€2K
234511,G. Banaziak,€180K,€1K
223760,A. Singh,€0,€0
246032,D. Sváček,€130K,€1K
223761,D. Sauerland,€170K,€1K
228113,G. Kelly,€200K,€1K
232721,Y. Fujita,€30K,€1K
242961,S. Duke-McKenna,€250K,€1K
225810,D. Mosquera,€180K,€1K
238610,K. Majić,€280K,€3K
235539,A. Al Ghamdi,€130K,€2K
242196,M. Real,€230K,€1K
245780,F. Schwarzholz,€240K,€1K
238357,A. Majrashi,€170K,€3K
246037,E. Maceira,€190K,€3K
221974,Pei Shuai,€160K,€3K
219159,D. Nizic,€130K,€1K
240920,F. Al Habib,€230K,€2K
244504,J. Archer,€160K,€2K
221978,Li Guang,€120K,€2K
229914,E. Osadebe,€170K,€2K
231962,Du Wenyang,€100K,€2K
223771,B. Singh,€0,€0
228381,E. Granat,€180K,€1K
241949,V. Cordoba,€90K,€1K
243998,L. Schelenz,€200K,€1K
235807,A. Morley,€260K,€1K
222496,M. Nikolić,€180K,€1K
238880,J. Pestaña,€250K,€1K
242721,E. Dick,€130K,€1K
138786,B. Williams,€30K,€1K
228642,J. Tilley,€280K,€4K
224547,Liu Yingchen,€150K,€2K
244515,C. Antwi,€200K,€1K
238628,J. Albrecht,€130K,€1K
242214,J. Sands,€230K,€1K
242470,J. Muñoz,€170K,€1K
240681,J. Hoekstra,€170K,€1K
240170,K. Niemczycki,€210K,€1K
240682,M. Al Subaie,€190K,€3K
243242,Park Ji Min,€210K,€1K
241963,H. Al Ghamdi,€270K,€2K
243243,S. Ucar,€250K,€1K
244524,N. Quindt,€140K,€1K
245806,M. Kahrıman,€260K,€2K
228143,S. Gubari,€230K,€2K
244527,L. Mulaj,€240K,€1K
228657,Z. Herivaux,€210K,€1K
240945,G. McGregor,€270K,€3K
228402,T. Campbell,€180K,€2K
242994,K. Kesgin,€250K,€2K
244018,M. Staniszewski,€120K,€1K
232500,Y. Fortune,€200K,€2K
238134,T. Cuello,€290K,€1K
240950,Pedro Gonçalves,€280K,€6K
245815,K. Ayong,€200K,€1K
211768,L. Italiano,€100K,€1K
228153,J. Powell,€270K,€4K
228921,M. Urynowicz,€180K,€1K
229945,E. Navarrete,€170K,€1K
231481,T. Vassell,€150K,€2K
239673,T. Cordner,€170K,€3K
242233,G. Tryggvason,€190K,€1K
241978,C. Higuera,€200K,€1K
244282,M. Onuoha,€170K,€1K
245818,A. Bacci,€140K,€1K
238651,J. Hodek,€180K,€1K
244284,Y. Letard,€210K,€1K
233021,Han Xuan,€120K,€2K
191805,R. Isomura,€120K,€1K
236350,I. Lara,€170K,€1K
243774,J. Jaime,€150K,€1K
225087,F. Al Sagour,€170K,€3K
233535,L. Hernández,€200K,€1K
239423,N. da Silva,€170K,€2K
241215,R. Hirosue,€230K,€1K
224576,L. Croll,€140K,€2K
229184,T. Baack,€250K,€1K
245056,K. Bucker,€160K,€1K
246336,M. Miljevic,€230K,€1K
231233,M. Brink,€230K,€1K
235841,A. Bakayoko,€220K,€4K
236353,W. Tchuameni,€230K,€2K
237121,D. İncedere,€250K,€5K
235074,S. Kjellevold,€130K,€1K
241474,J. Þorsteinsson,€270K,€4K
237379,M. Worthington,€230K,€5K
230980,J. Tratt,€150K,€1K
192580,J. Kelly,€130K,€1K
236613,L. Grill,€230K,€1K
224582,D. Lyon,€170K,€1K
233030,F. Pizzicanella,€140K,€1K
238919,J. Pantemis,€160K,€1K
231752,R. Wilmots,€200K,€1K
233288,E. Boyle,€200K,€1K
239689,M. Sprang,€120K,€1K
245321,R. Acquah,€170K,€1K
232778,M. Wada,€200K,€1K
246602,A. Canessa,€260K,€1K
237133,R. Cagnon,€200K,€3K
238157,M. Roerslev,€240K,€1K
207950,A. Azeez,€170K,€2K
236622,M. Holzer,€210K,€1K
234319,L. Travis,€280K,€4K
240719,Mario Sánchez,€160K,€1K
246351,Valery,€260K,€2K
221264,R. Al Ghamdi,€180K,€2K
244560,C. Gutiérrez,€270K,€1K
190033,D. Webster,€120K,€1K
207442,Kim Hyo Gi,€110K,€1K
48722,J. Inamoto,€20K,€1K
223827,J. McDonnell,€140K,€1K
242515,W. Ali,€280K,€1K
243795,A. Jakobsen,€280K,€1K
244819,L. Bonilla,€190K,€1K
234836,T. Duman,€230K,€3K
235860,M. Woud,€230K,€1K
239444,J. Löwe,€270K,€1K
233813,B. Rivas,€280K,€1K
241493,S. Cartwright,€170K,€1K
236374,A. Ademoglu,€280K,€2K
245846,Y. Oyanedel,€220K,€1K
243287,Lim Eun Soo,€180K,€1K
246103,R. van Doorn,€160K,€1K
178008,J. Harris,€110K,€2K
246616,José Uche,€180K,€1K
245337,M. Arturia,€200K,€2K
187993,K. Goba,€120K,€1K
242266,E. Bansen,€170K,€1K
236379,J. Lunney,€240K,€1K
240987,M. Cooper,€210K,€1K
243803,J. Orellana,€180K,€1K
240476,B. Kavlak,€190K,€2K
243804,G. Abregú,€180K,€1K
232285,J. Doona,€230K,€1K
242781,R. Blumberg,€250K,€1K
245853,M. Panos,€150K,€3K
231006,C. Coleman,€200K,€1K
240734,M. O'Riley,€250K,€3K
212063,A. Gafaiti,€160K,€1K
177761,P. Edwards,€70K,€2K
227682,G. Lapslie,€240K,€1K
237922,M. Gonzalez,€170K,€1K
243810,L. Ingolotti,€240K,€1K
244578,G. Pozos,€120K,€3K
227427,A. Aliev,€180K,€1K
245347,M. Bauer,€240K,€1K
185187,B. Sielewski,€50K,€1K
239460,A. Talal,€180K,€1K
244068,K. Schlotterbeck,€180K,€2K
245092,G. Kilama,€210K,€1K
220774,J. Debayo,€160K,€1K
237158,B. Chapman,€190K,€1K
245863,V. Gendrey,€180K,€1K
224616,Li Shenglong,€160K,€2K
238952,M. Schlegel,€210K,€1K
240745,S. Quigley,€160K,€2K
244073,Y. Bangsow,€170K,€1K
199018,M. Leahy,€110K,€1K
229995,S. Solli,€190K,€1K
244331,M. Firlej,€180K,€1K
204396,H. Bos,€150K,€1K
236653,J. Bird,€190K,€1K
244589,V. Arveladze,€180K,€1K
232560,K. Kirihata,€80K,€1K
239984,A. Penny,€200K,€1K
244592,J. von Moos,€280K,€2K
221809,G. Boylan,€160K,€1K
232817,I. Chicco,€160K,€1K
243825,H. Arslan,€100K,€2K
246385,A. Nalic,€250K,€1K
235122,D. Rodríguez,€220K,€2K
244082,S. Karweina,€210K,€1K
245362,Fabio,€160K,€1K
220019,M. Harness,€170K,€1K
230003,C. Rzonca,€180K,€1K
242548,A. Manzur,€250K,€1K
238197,S. Bone,€250K,€1K
246133,T. Sopacua,€170K,€1K
232566,H. Takimoto,€160K,€1K
192120,Geng Xiaofeng,€80K,€2K
215418,M. Soldo,€180K,€1K
232314,K. Petratos,€210K,€1K
234106,N. Giménez,€220K,€2K
243066,Wang Xiaole,€200K,€2K
244090,L. Schaffran,€170K,€1K
230779,A. Fox,€130K,€2K
236923,R. Cooney,€170K,€1K
242555,N. Samayoa,€170K,€1K
188795,A. Soukouna,€130K,€1K
242300,I. Bolaño,€280K,€2K
232829,K. Ogawa,€220K,€1K
194430,K. Fegrouche,€20K,€1K
222335,Lee Ho Seok,€140K,€1K
235135,H. Balic,€170K,€2K
229504,F. Lauenborg,€190K,€1K
242560,K. Saka,€150K,€1K
202881,K. Buckley,€130K,€1K
234881,L. Scott,€210K,€1K
229252,A. Torres,€170K,€3K
226438,S. McMann,€170K,€1K
245382,A. Rosteghin,€210K,€1K
237703,A. Wheeler-Omiunu,€170K,€1K
238983,N. Awuku,€260K,€1K
244615,B. García,€190K,€2K
244360,D. Riccardi,€190K,€1K
240779,M. Meli,€260K,€4K
242315,D. Petersson,€120K,€1K
244107,E. Pauchet,€150K,€1K
137356,S. Farelli,€30K,€1K
239500,E. Gründemann,€230K,€1K
238733,M. Ludwig,€220K,€1K
246157,E. Pletinckx,€230K,€1K
242318,A. Elyounoussi,€270K,€1K
243854,M. Simakan,€180K,€1K
244878,G. Kyrnats,€160K,€1K
232591,S. Hiramatsu,€160K,€1K
242831,N. Gómez,€150K,€2K
202128,N. Ralph,€140K,€1K
241552,J. Italiano,€280K,€1K
220306,A. Ceesay,€170K,€2K
226450,M. Awaji,€130K,€3K
236946,N. Baeza,€150K,€1K
222867,C. Ross,€150K,€1K
241299,Yuan Mincheng,€160K,€1K
242579,C. Baldovino,€230K,€1K
220564,M. Rudakov,€180K,€1K
221845,Han Rongze,€120K,€2K
236437,J. Sbarra,€270K,€1K
244885,F. Marín,€180K,€2K
241046,J. Romero,€280K,€1K
245142,R. Borkała,€270K,€1K
233367,P. Magnon,€180K,€1K
240791,Marcos Lavín,€170K,€1K
225176,C. Quenum,€140K,€1K
242584,Y. Akiyama,€150K,€1K
240025,S. Parlati,€230K,€1K
242841,A. Appiah,€280K,€4K
227738,L. Klemenz,€170K,€1K
236955,P. Tomczyk,€180K,€1K
238491,A. Oteh,€280K,€1K
242587,K. Hattanda,€130K,€1K
241821,M. Bayo,€200K,€1K
228510,H. Hyseni,€160K,€2K
231582,N. D'Agostino,€210K,€1K
235166,M. Jeahze,€150K,€1K
241566,N. Gallardo,€220K,€2K
245150,C. Trejo,€260K,€2K
243871,S. High,€250K,€3K
236960,L. Maniero,€270K,€1K
243872,M. Obiero,€250K,€3K
233377,C. Maycock,€180K,€1K
236961,T. Attis,€260K,€1K
244642,A. Tecpanécatl,€210K,€1K
245410,M. Talbi,€250K,€1K
243363,E. Herrera,€240K,€1K
244899,J. Veyna,€140K,€2K
224421,M. Reinthaler,€170K,€1K
243878,R. Benz,€140K,€1K
207528,R. Fitzsimons,€130K,€2K
226728,L. Desmond,€150K,€1K
242600,N. Strunck,€230K,€1K
237225,H. Arellano,€200K,€1K
237737,M. Sevimler,€280K,€1K
242346,D. Becker,€200K,€2K
243626,Kim Jung Ho,€150K,€1K
228779,B. Barclay,€180K,€4K
242603,H. Marcelin,€240K,€1K
243371,M. Jørgensen,€250K,€1K
213676,M. Beeney,€140K,€1K
242092,R. Alm,€170K,€1K
244140,A. Bakir,€250K,€3K
243885,M. Bassouamina,€220K,€1K
245165,S. Bose,€0,€0
242094,Maikel,€130K,€1K
238767,J. Urzúa,€260K,€1K
239023,B. Wiles,€240K,€2K
212912,Park Ji Soo,€160K,€1K
243121,D. Liszka,€190K,€1K
245426,M. Kumbulla,€240K,€1K
228019,Cao Ziheng,€180K,€2K
241332,Zhang Huachen,€160K,€2K
245428,C. Okoroji,€170K,€2K
245940,S. Wamangituka,€260K,€1K
246196,R. Way,€100K,€1K
233142,Y. Takeoka,€70K,€1K
243126,P. Marie,€140K,€1K
244662,M. Trovato,€280K,€1K
231351,Y. Urra,€160K,€1K
235703,A. Beestin,€190K,€1K
238775,S. Kowalczyk,€240K,€1K
241335,Zhang Xiuwei,€150K,€2K
244919,Martín,€240K,€1K
239800,S. Sessegnon,€230K,€3K
244920,Javi Rubio,€220K,€1K
240059,K. Lebon,€190K,€1K
234941,C. Pring,€220K,€4K
234177,N. Ennis,€280K,€4K
244417,J. Krahl,€210K,€1K
239042,H. Al Qahtani,€180K,€3K
230083,J. Hardy,€280K,€3K
242118,S. Córdova,€200K,€5K
210119,Q. Roberts,€130K,€1K
225991,Zhang Chenlong,€130K,€2K
235719,J. Soñora,€230K,€3K
235975,A. Al Aryani,€220K,€4K
244167,S. Milewski,€170K,€1K
240328,A. Ba Masoud,€170K,€2K
240584,B. Verbong,€160K,€1K
194248,Ryang Yong Gi,€50K,€1K
243913,S. Micolta,€260K,€1K
236234,C. Huanca,€250K,€1K
239562,D. Grootenhuis,€200K,€1K
241866,T. Righetti,€190K,€1K
182474,Zhang Chong,€80K,€1K
201419,G. Shaw,€160K,€1K
240331,P. Camará,€220K,€1K
242124,Y. Maeda,€50K,€1K
242637,C. Galvin,€200K,€1K
219854,G. Smith,€120K,€2K
231630,B. Stevenson,€170K,€1K
233678,M. Yamada,€160K,€1K
239566,J. Schau,€170K,€1K
242638,D. Kelly,€200K,€1K
244942,S. Guðjohnsen,€210K,€1K
245454,W. Ebane,€120K,€1K
228047,Cao Yongjing,€210K,€2K
244688,L. Kouagba,€140K,€1K
242385,T. Abraham,€250K,€4K
229586,Pablo Cacharrón,€180K,€1K
205267,J. Rodríguez,€130K,€1K
222931,J. Doherty,€190K,€1K
232403,T. Maya,€180K,€1K
228052,Du Changjie,€180K,€2K
244692,J. Christensen,€250K,€1K
243669,J. Anthony,€260K,€4K
243670,J. Boote,€230K,€4K
233687,T. Odusina,€240K,€2K
242391,M. Pattier,€140K,€1K
246234,J. Cobián,€190K,€1K
233948,Gao Huaze,€180K,€2K
241884,D. Sugioka,€190K,€1K
176860,C. Månsson,€10K,€1K
245724,D. Villa,€190K,€2K
225245,R. Coughlan,€220K,€1K
244957,A. Álvarez,€190K,€1K
245214,A. Estupiñán,€170K,€1K
210911,T. Al Kaabi,€130K,€2K
229087,H. Rodgers,€150K,€1K
237279,S. Shome,€190K,€1K
237535,T. Matsumoto,€270K,€1K
237536,M. İnan,€260K,€1K
228577,A. Little,€220K,€1K
224482,J. Brinch,€160K,€1K
233442,J. Osei-Tutu,€240K,€4K
239330,Y. Emghames,€250K,€3K
242658,A. Björnström,€160K,€1K
229347,M. Donohue,€250K,€1K
232675,M. Al Mufarrij,€220K,€3K
190179,D. Cornell,€110K,€2K
239332,T. Baller,€270K,€2K
243174,Park Kwang Il,€130K,€1K
243943,Javi López,€210K,€1K
193512,M. Heča,€100K,€1K
245481,Y. Al Bakr,€220K,€2K
244458,A. Sebald,€150K,€1K
245994,A. Gomez Mancini,€250K,€2K
242411,S. Santoro,€260K,€1K
240620,A. Ba,€190K,€1K
233197,Gui Hong,€180K,€2K
236525,R. Lowry,€130K,€1K
246253,R. Tugarev,€210K,€1K
243950,F. Ourega,€150K,€1K
245230,M. Salaba,€180K,€1K
244975,F. Maddaloni,€130K,€1K
230896,A. Barnes,€190K,€2K
241649,R. Emanuelsson,€120K,€1K
225778,T. Robinson,€250K,€1K
236530,L. O'Brien,€270K,€3K
242162,H. Evjen,€210K,€1K
243442,E. Aiwu,€230K,€1K
224499,M. Lund,€170K,€1K
228596,E. Kaja,€200K,€1K
231924,A. Curry,€250K,€3K
244212,P. Sokołowski,€150K,€1K
243701,A. Kaltoft,€200K,€1K
244725,E. Linthorst,€210K,€1K
176631,B. Lekström,€10K,€1K
243959,L. Schneider,€240K,€1K
183031,Han Feng,€50K,€2K
232696,D. Ogawa,€140K,€1K
235768,F. Quiroz,€210K,€1K
244728,S. Steijn,€250K,€1K
237305,L. Ketterer,€120K,€1K
242169,A. Nilsson,€130K,€1K
243449,L. Perrin,€250K,€2K
231674,C. Coll,€120K,€1K
212475,C. Camacho,€170K,€2K
241915,S. Sørløkk,€180K,€1K
236796,N. Awassi,€220K,€1K
242428,R. Hirakawa,€260K,€1K
243964,C. Cooke,€170K,€1K
28157,P. van der Vlag,€10K,€1K
231933,R. Borges,€0,€0
233725,T. Nijhuis,€140K,€1K
235261,L. Bogdan,€150K,€1K
235773,L. Wildin,€160K,€1K
241918,M. Lillebo,€170K,€1K
231935,R. Kim,€160K,€1K
244735,M. Irigoyemborde,€170K,€1K
232704,T. Ominami,€210K,€1K
236800,I. Angulo,€240K,€1K
242688,G. Carvajal,€190K,€1K
242433,C. Akono,€220K,€1K
242689,S. Pabón,€110K,€1K
226818,C. Donovan,€180K,€1K
231939,Park Jung Ho,€150K,€1K
242947,R. Kehr,€220K,€3K
245763,M. Soumaré,€140K,€1K
221956,S. Pirkl,€150K,€1K
230149,J. Senior,€120K,€1K
233221,S. Jiménez,€200K,€1K
242694,T. Nagura,€230K,€1K
237831,S. Seedorf,€230K,€1K
244999,N. Böhmer,€150K,€2K
237576,N. Insfrán,€110K,€1K
238602,J. Barjonas,€220K,€3K
244746,L. Ntumba,€190K,€1K
234251,K. O'Connell,€170K,€4K
241419,M. Bird,€220K,€3K
184843,B. Tozer,€80K,€2K
232460,M. Tokida,€130K,€1K
245004,V. Vanbaleghem,€130K,€1K
245516,H. Hawsawi,€180K,€2K
245517,B. Bashir,€140K,€2K
245007,G. Volpe,€110K,€1K
240400,C. Manicone,€230K,€1K
242192,M. Herrera,€80K,€1K
242449,J. Caballero,€190K,€1K
243217,Kim Min Jun,€130K,€1K
234258,S. Seddon,€200K,€3K
245523,M. Al Mutairi,€220K,€1K
234261,M. Platt,€130K,€4K
239125,E. Botheim,€220K,€1K
245781,J. Quiñones,€150K,€1K
226838,Wang Guoming,€80K,€2K
242198,A. Kabashi,€150K,€1K
246294,J. Chávez,€170K,€1K
11800,C. Weale,€10K,€1K
246297,H. Abdelli,€170K,€1K
241434,T. Golden,€160K,€3K
243482,F. Godoy,€210K,€1K
246042,D. Tejeda,€170K,€1K
220187,M. Jay,€140K,€2K
245019,S. Woods,€200K,€3K
246299,D. Diani,€150K,€1K
244508,O. Atilgan,€220K,€2K
245276,M. Al Rubaie,€190K,€2K
245788,C. Fox,€200K,€1K
246300,B. Vera,€200K,€1K
240669,L. Maloney,€190K,€2K
230942,J. Pask,€160K,€6K
245536,A. Errico,€200K,€1K
246305,T. Moschión,€190K,€1K
241954,Y. Al Shammari,€190K,€2K
223011,F. Sollacaro,€110K,€1K
243235,O. Mbaizo,€160K,€1K
233252,O. Patiño,€140K,€1K
242468,J. Arboleda,€140K,€1K
224550,Wang Yaopeng,€110K,€1K
242728,O. Shannon,€160K,€1K
229674,B. Tollitt,€140K,€2K
239146,L. Kunga,€220K,€1K
228139,E. Bird,€140K,€1K
244011,M. Zach,€150K,€1K
244780,E. Masciangelo,€130K,€1K
245804,E. Mergen,€220K,€1K
246316,Y. Soma,€150K,€1K
244013,N. Fiedler,€180K,€1K
227630,C. Kirk,€230K,€2K
243502,J. Bursztyn,€120K,€1K
237615,G. Poluzzi,€80K,€2K
202800,J. Sullivan,€100K,€1K
245553,J. Scott,€210K,€1K
235058,O. Al Saleem,€140K,€3K
244275,A. Wilson,€230K,€3K
243764,B. Kavanagh,€230K,€1K
220981,J. Vall,€110K,€1K
225845,N. Araya,€140K,€1K
239926,F. Brandhof,€150K,€2K
227895,K. Twardek,€160K,€1K
239927,O. Ottesen,€120K,€1K
199480,P. O'Conor,€100K,€1K
242488,Y. Zabaleta,€160K,€1K
245816,K. Stanek,€170K,€1K
226105,J. McKay,€160K,€5K
234297,S. Dahlström,€170K,€1K
245049,M. Isaza,€150K,€1K
243258,J. Barrett,€190K,€2K
243259,H. Spratt,€160K,€2K
243260,J. De Smet,€160K,€1K
246077,K. Sheppard,€140K,€1K
232767,M. Juárez,€150K,€2K
234815,R. Senhadji,€160K,€1K
246335,F. Navarro,€230K,€1K
235072,K. Lynch,€110K,€1K
240192,M. Ranmark,€110K,€1K
236358,K. Flanagan,€210K,€3K
245318,H. Yalçıntekin,€180K,€2K
226120,J. Rondeel,€100K,€1K
243273,A. Al Qahtani,€220K,€1K
244042,M. Djitté,€220K,€2K
232267,Lu Yao,€110K,€2K
208460,J. Montgomery,€100K,€1K
233804,T. Bakinson,€220K,€3K
242252,M. Lenes,€110K,€1K
237645,J. Jiménez,€230K,€1K
241997,Yan Peng,€150K,€2K
203598,J. Oswell,€130K,€2K
244558,I. Domínguez,€190K,€1K
245070,J. Debrah,€160K,€1K
240208,R. Bennett,€120K,€2K
244048,L. Coordes,€220K,€1K
244816,B. Avramovic,€140K,€1K
243281,O. Younger,€160K,€3K
245329,I. Jönsson,€140K,€1K
246353,R. Musaba,€160K,€1K
246609,J. Requena,€220K,€1K
165458,C. Kenna,€40K,€1K
236882,Altamirano,€230K,€2K
239698,N. Amamoo,€180K,€1K
244306,S. Graham,€210K,€1K
245074,Choi Young Eun,€120K,€1K
234324,L. Bilboe,€130K,€2K
237652,C. Velásquez,€230K,€1K
241236,A. Semenyo,€220K,€3K
243540,M. Dembélé,€200K,€2K
239445,L. White,€190K,€1K
239958,N. Leemhuis,€150K,€1K
238167,P. Boevink,€160K,€1K
242007,C. Whelan,€140K,€2K
233048,T. Dele-Bashiru,€210K,€6K
228953,R. Rosenqvist,€130K,€1K
236890,D. Genreau,€220K,€1K
237659,J. Tabinas,€150K,€1K
238171,J. Hope,€170K,€1K
232540,R. Takahashi,€120K,€1K
244060,P. Harant,€160K,€1K
244830,M. Trejo,€170K,€1K
162911,R. Henry,€30K,€2K
244831,J. Chávez,€170K,€1K
244320,L. Brüggemeier,€120K,€1K
245088,M. Al Haeti,€120K,€2K
246112,N. Djouahra,€210K,€2K
238177,A. Hartigan,€210K,€1K
244065,V. Glaentzlin,€230K,€1K
242531,J. Kitolano,€200K,€1K
244067,M. Lacroix,€190K,€1K
233060,Y. Khormi,€200K,€2K
244580,F. Moreno,€170K,€3K
225382,A. Campion,€110K,€1K
231526,Y. Andzouana,€190K,€3K
237926,J. Mahon,€190K,€1K
245606,O. Yaman,€230K,€1K
237929,A. Simpson,€130K,€1K
241259,Li Yingjian,€110K,€2K
245355,U. Yazğılı,€160K,€1K
227948,F. Kelleher,€130K,€1K
235884,O. Krusnell,€160K,€1K
244076,Y. Otto,€200K,€1K
237933,B. Fleming,€190K,€2K
244077,L. Bürger,€190K,€1K
224622,Sun Le,€70K,€2K
225134,A. Bass,€160K,€1K
234095,Y. Dieudonne,€160K,€2K
237423,J. Graham,€190K,€2K
239729,A. Wolniewicz,€110K,€1K
220530,D. Lavercombe,€130K,€3K
233842,S. Osorio,€230K,€1K
